film,year_film,decade_film,year_ceremony,oscars_won,adult,backdrop_path,id_tmdb,original_language,original_title,overview,popularity,poster_path,release_date,video,vote_average,vote_count,genres_ids,genres
Strangers on a Train,1951,1950,1952,0,FALSE,/gX2GxGsSVIPbRnrb1Tmc4HQ3HWy.jpg,845,en,Strangers on a Train,"Having met on a train, a smooth-talking psychotic socialite shares his theory on how two complete strangers can get away with murder to an amateur tennis player — a theory he plans to test out.",3.532,/ihC083U7ef56Ui4x0P0dobojrZ1.jpg,1951-06-27,FALSE,7.7,1722,"80, 53","Crime, Thriller"
Tales of Hoffmann,1951,1950,1952,0,FALSE,/42ySUQ98lpKKOMmQtfhB5DJU9ow.jpg,44334,en,The Tales of Hoffmann,"A young poet named Hoffman broods over his failed romances. First, his affair with the beautiful Olympia is shattered when he realizes that she is really a mechanical woman designed by a scientist. Next, he believes that a striking prostitute loves him, only to find out she was hired to fake her affections by the dastardly Dapertutto. Lastly, a magic spell claims the life of his final lover.",2.825,/3rqMnYSLjFa9OYwoLhXLVacwhQ7.jpg,1951-04-04,FALSE,7.1,80,"10402, 14, 10749","Music, Fantasy, Romance"
Teresa,1951,1950,1952,0,FALSE,/9fvJht1tTvoPRop1TWqDrCt7WTf.jpg,217948,en,Teresa,An Italian war bride has problems dealing with her husband's possessive mother.,0.355,/vim04uV3E61MJR62FvhIm1wkMIJ.jpg,1951-04-05,FALSE,5.8,10,"18, 10752","Drama, War"
The Big Carnival,1951,1950,1952,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
The Blue Veil,1951,1950,1952,0,FALSE,/feqL9j3sg512p8yhQhHhrivvQyV.jpg,114081,en,The Blue Veil,A World War I widow loses her only child and spends the rest of her life as a children's nurse.,0.249,/fY8BPAEkvr4VpknNRcxW2Mk1oGS.jpg,1951-10-26,FALSE,6.6,7,18,Drama
The Frogmen,1951,1950,1952,0,FALSE,/ra8SsXTWUfRUVqQoKo7t4pTJT6x.jpg,44890,en,The Frogmen,"The new commander of a Navy Underwater Demolition Team--nicknamed ""Frogmen""--must earn the respect of the men in his unit, who are still grieving over the death of their former commander and resentful of the new one.",0.848,/nFdHsoCgCr1bhDWtRokdkZhp3af.jpg,1951-01-25,FALSE,5.9,24,"28, 12, 18, 10752","Action, Adventure, Drama, War"
The Great Caruso,1951,1950,1952,1,FALSE,/ugh4Bivk6dcLXz2bkwuotm9feYT.jpg,98328,en,The Great Caruso,"Enrico Caruso's only passion is to sing. For that, he leaves his hometown of Naples, Italy, and travels to America to sing for the Metropolitan Opera. At first, his lack of education and poor background make him an outcast in the high-class opera world. Eventually, his voice wins him both fans and the hand of his love, Dorothy. But his nonstop pace and desire to perform at any cost eventually take their toll on the singer's health.",0.637,/mKqAEKW8GzO98xlQ0JWrXAFnutS.jpg,1951-04-16,FALSE,5.7,18,"18, 10402","Drama, Music"
The Lavender Hill Mob,1951,1950,1953,1,FALSE,/vPA53RF6clLSWlpoCLgYvmygiOl.jpg,32961,en,The Lavender Hill Mob,A meek bank clerk who oversees the shipments of bullion joins with an eccentric neighbor to steal gold bars and smuggle them out of the country.,3.531,/k0MfdrAshO2247Z9xu1FyulK5i9.jpg,1951-10-15,FALSE,7.183,248,"35, 80","Comedy, Crime"
The Man in the White Suit,1951,1950,1953,0,FALSE,/eSxcby3f435Dq5yE3kPdLLj0oi7.jpg,32568,en,The Man in the White Suit,"The unassuming, nebbishy inventor Sidney Stratton creates a miraculous fabric that will never be dirty or worn out. Clearly he can make a fortune selling clothes made of the material, but may cause a crisis in the process. After all, once someone buys one of his suits they won't ever have to fix them or buy another one, and the clothing industry will collapse overnight. Nevertheless, Sidney is determined to put his invention on the market, forcing the clothing factory bigwigs to resort to more desperate measures...",3.531,/laTLoNZB7Ar3ZDoQmspBDVa5mbC.jpg,1951-08-07,FALSE,6.8,186,"35, 878","Comedy, Science Fiction"
The Mating Season,1951,1950,1952,0,FALSE,/lsUznKdNY0HahX6zCJoWnmxhLWc.jpg,108232,en,The Mating Season,"Ellen McNulty leaves her New Jersey hamburger stand and heads west to pay a surprise visit to her son and his new bride. When Ellen arrives, her daughter-in-law mistakes her for the maid she has hired for a big party they are throwing. Rather than cause any embarrassment, Ellen goes along with the charade, which leads to many complications.",0.919,/sQ54MP0RvqS9VTY18W2121LrNmu.jpg,1951-01-12,FALSE,6.5,26,"35, 10749","Comedy, Romance"
The Medium,1951,1950,1953,0,FALSE,/etxKkbjutq5zpZsNVaNUyG8Px7F.jpg,194290,en,The Medium,Madame Flora is terrified when she perceives a supernatural presence during one of her fraudulent séances...,0.213,/iSpPNELvcjmS2qZgwSOU0Q7am1q.jpg,1951-09-04,FALSE,4.7,6,"18, 10402, 27","Drama, Music, Horror"
The Model and the Marriage Broker,1951,1950,1952,0,FALSE,/1veVu3kOcpHhSG9ScCM3YLzNZPy.jpg,132094,en,The Model and the Marriage Broker,"A marriage broker can't resist meddling in the life of a model, with disastrous results.",0.495,/bL00Xs7GYV1ofGJk4YPWqusNWMz.jpg,1951-11-01,FALSE,6.393,14,"35, 10749","Comedy, Romance"
The Seeing Eye,1951,1950,1952,0,FALSE,NA,242982,en,The Seeing Eye,"An updated Technicolor followup to a black & white Broadway Brevity (1941) tour of the Morristown, New Jersey seeing eye dog training program. Much of the narration comes from the canine's point of view.  Preserved by the Academy Film Archive.",0.002,/au3Iuq1I3u4PEAdSTpnEic0EhUL.jpg,1951-12-01,FALSE,0,0,NA,NA
The Story of Time,1951,1950,1952,0,FALSE,NA,242979,en,The Story of Time,"Mankind's numerous ways of measuring the passage of time through history are depicted through stop-motion animation, from ancient sundials to simple mechanical devices, up through complex modern timepieces.",0.248,/lqH0Bw9WADaXaA5mLDQoNOwBEln.jpg,1951-06-06,FALSE,6.1,7,"16, 99","Animation, Documentary"
The Strip,1951,1950,1952,0,FALSE,/rwWoomRKLefd8d14pGUiMOrtUMj.jpg,95949,en,The Strip,"Drummer Stanley Maxton moves to Los Angeles with dreams of opening his own jazz club, but falls in with a gangster and a nightclub dancer and ends up accused of her murder.",0.509,/4HWJzoOHciLeRRgAeLRfadC6ycB.jpg,1951-08-31,FALSE,5.7,13,"80, 18, 10402","Crime, Drama, Music"
The Well,1951,1950,1952,0,FALSE,/fFoKUdSCINv0gfekSLnPJKDXRcO.jpg,29112,en,The Well,"In a racially mixed American town, a five-year-old black girl falls unnoticed into a hidden, forgotten well on her way to school. Having nothing better to go on, the police follow up a report that the child was seen with a white stranger, and rumors run wild. Before hapless, innocent Claude Packard is even found, popular hysteria has him tried and convicted. But is he guilty?",0.531,/spCIIPdOgW5NIMA4evLFBmw1prB.jpg,1951-09-24,FALSE,7,15,18,Drama
Too Young to Kiss,1951,1950,1952,0,FALSE,/kTgOHcK5p1EK17SLbBukS2PNlhc.jpg,103934,en,Too Young to Kiss,"Eric Wainwright, a busy impresario, is besieged by hordes of wannabe concert stars, eager for their big break. One of them is Cynthia Potter, a talented pianist... but she can't get in to see him. When she learns that Wainwright is auditioning young musicians for a children's concert tour, Cynthia dons braces and bobby sox and passes herself off as a child prodigy.",0.284,/9fmmmjYJ2HvqdZA8wp0wysZB6yS.jpg,1951-11-22,FALSE,5,8,"35, 10749","Comedy, Romance"
Two Tickets to Broadway,1951,1950,1952,0,FALSE,/s3ouYnI2bwf7s5tR8lSYXEpMwAm.jpg,131491,en,Two Tickets to Broadway,A young woman (Janet Leigh) leaves her small hometown in Vermont and travels to New York City with hopes of becoming a Broadway star.,0.354,/7RPl8ZS3rAmC3v66qMgalq7gbcG.jpg,1951-11-20,FALSE,4.3,10,"10402, 10749","Music, Romance"
When Worlds Collide,1951,1950,1952,1,FALSE,/7RaRtIlwXDvU4g82HZtnl6ElFcf.jpg,16380,en,When Worlds Collide,"When a group of astronomers calculate a star is on a course to slam into Earth, a few days before, it's accompanying planet will first pass close enough to the Earth to cause havoc on land and sea. They set about building a rocket so a few selected individuals can escape to the planet.",3.531,/xUd6NOABGlU3TSNP42toxWhmMQ3.jpg,1951-11-05,FALSE,6.3,183,878,Science Fiction
World of Kids,1951,1950,1952,1,FALSE,NA,242975,en,World of Kids,"World of Kids is a 1951 American short documentary film directed by Robert Youngson. In 1952, it won an Oscar for Best Short Subject at the 24th Academy Awards.",0.107,/4cQTf0Bz1rUCpwDpjXTZGyD17CU.jpg,1951-06-23,FALSE,4.7,3,99,Documentary
Affair in Trinidad,1952,1950,1953,0,FALSE,/dArOk8vUcyODF57ccD0c8w7n3E5.jpg,61430,en,Affair in Trinidad,A nightclub singer enlists her brother-in-law to track down her husband's killer.,1.766,/osRNszY1Adrq28K06mWQID9EnLC.jpg,1952-07-29,FALSE,6.3,50,"10749, 53, 9648","Romance, Thriller, Mystery"
Athletes of the Saddle,1952,1950,1953,0,FALSE,NA,242990,en,Athletes of the Saddle,"This Grantland Rice Sportlight directed by Jack Eaton visits the internationally famous Mexican Army Equestrian Teams as it puts on a demonstration if the finest in horsemanship. The film was nominated for an Oscar for Best Short Subject, One-Reel.",0.001,/1z5dvBbuYDXUNqOFJ95Z53Z0mRN.jpg,1952-08-01,FALSE,0,0,99,Documentary
Because You're Mine,1952,1950,1953,0,FALSE,/vBcOATmfj7ubImAhYMZmzqpKRrc.jpg,184802,en,Because You're Mine,A famous opera singer falls for his sergeant's sister at boot camp.,0.111,/7hqqJHg13fidcV20f4oGd25Be5c.jpg,1952-10-01,FALSE,6.7,3,"35, 10402","Comedy, Music"
Carrie,1952,1950,1953,0,FALSE,/8A7Xmpsaph7xOlcsqtXs53ieYWM.jpg,43358,en,Carrie,"Carrie's dreams of adventure in the big city are quickly squashed as she discovers all that awaits her there is a bleak life of grueling and poorly paid factory work—that is, until a traveling salesman named Drouet steps into her life and changes her outlook.",1.307,/7tKovivkaBigBG4Q39gKoQ6199e.jpg,1952-07-17,FALSE,6.4,37,"18, 10749","Drama, Romance"
"Come Back, Little Sheba",1952,1950,1953,1,FALSE,/3PxDpjjKqFCrSLhiZQujyXEqjDU.jpg,84214,en,"Come Back, Little Sheba",A mismatched couple's marital problems come to the surface when the husband develops an interest in their pretty boarder.,1.201,/g26npVWGZLLp67vDd7q5aiSFXCE.jpg,1952-12-24,FALSE,7.4,34,"10749, 18","Romance, Drama"
Devil Take Us,1952,1950,1953,0,FALSE,NA,242985,en,Devil Take Us,"A motorcycle cop buys a used car to take his family on vacation to the East Coast. Minor car trouble along the way causes him to meet first a reckless driver, and then a highway patrolman who shares stories of bad drivers with him. Various dangers of careless driving - both fictional and real - are depicted as the patrolman continues on the job, later crossing paths with the reckless driver again. When the police officer makes the return trip from his vacation, he finds that the situation has changed in a surprising way.",0.001,/h7rtn82fndgSRSiVv4OjEIZoyix.jpg,1952-02-22,FALSE,0,0,18,Drama
Flat Top,1952,1950,1953,0,FALSE,/obpWJjQL7E8XEC68eLy8lE5USLr.jpg,71243,en,Flat Top,A rock hard commander trains Navy Carrier Pilots during the Second World War,0.39,/qJx8KBHJaTfPbH9hdFVrFZzV4Nb.jpg,1952-10-26,FALSE,4,11,"18, 28, 10752","Drama, Action, War"
Forbidden Games,1952,1950,1955,0,FALSE,/iNkgF4uBzcFTrY3NN6JrlCD5Ho.jpg,5000,fr,Jeux interdits,"Orphaned after a Nazi air raid, Paulette, a young Parisian girl, runs into Michel, an older peasant boy, and the two quickly become close. Together, they try to make sense of the chaotic and crumbling world around them, attempting to cope with death as they create a burial ground for Paulette's deceased pet dog. Eventually, however, Paulette's stay with Michel's family is threatened by the harsh realities of wartime.",3.531,/nby91GNVXQAv1NmKvqlpEEdhcMQ.jpg,1952-12-07,FALSE,7.8,316,"18, 10752","Drama, War"
Hans Christian Andersen,1952,1950,1953,0,FALSE,/b7JozC8zQE9P5Uj485EuqwhAics.jpg,16618,en,Hans Christian Andersen,"A small-town shoemaker with a knack for spinning yarns, Hans encounters happiness and heartbreak on his road to becoming a full-fledged writer.",2.366,/auHA8xsD452GDCY2KdHGgYPmDPf.jpg,1952-12-19,FALSE,6.3,67,"10402, 10751, 35","Music, Family, Comedy"
High Noon,1952,1950,1953,4,FALSE,/6S4gjpkd359UuMLfrnUV1M695DF.jpg,288,en,High Noon,"Will Kane, the sheriff of a small town in New Mexico, learns a notorious outlaw he put in jail has been freed, and will be arriving on the noon train. Knowing the outlaw and his gang are coming to kill him, Kane is determined to stand his ground, so he attempts to gather a posse from among the local townspeople.",3.532,/qETSMQ4IXBSAS409Z9OL0ppXWTW.jpg,1952-07-30,FALSE,7.7,1461,"37, 18","Western, Drama"
Ivanhoe,1952,1950,1953,0,FALSE,/tJ2b4rWJeuSM728JTtoXZL0EFbf.jpg,26175,en,Ivanhoe,Sir Walter Scott's classic story of the chivalrous Ivanhoe who joins with Robin of Locksley in the fight against Prince John and for the return of King Richard the Lionheart.,3.531,/bH2cat7MemIGLevYqCUrXkBCDiC.jpg,1952-07-31,FALSE,6.8,179,"12, 10749, 36","Adventure, Romance, History"
Joy of Living,1952,1950,1954,0,FALSE,NA,243007,en,Joy of Living: The Art of Renoir,Joy of Living: The Art of Renoir is a 1952 short documentary film directed by Jean Oser. The film was nominated for an Oscar for Best Live Action Short Film.,0.002,/ycmSTNmZBJbpsNIbyj8XQzS7Jq1.jpg,1952-10-01,FALSE,0,0,99,Documentary
Just for You,1952,1950,1953,0,FALSE,/8WeKC8rnfI3NvmgZKrLp9ONVBUe.jpg,46014,en,Just for You,"Jordan Blake (a widower) is a successful Broadway Producer who has always been to busy for his children, Barbara and Jerry. Girlfriend, Carolina a musical comedy star, urges Jordan to take his kids on a vacation and get to know them before they are all grown up. Is Jordan already too late?",0.112,/l0jKVfRTyWYE9EJcIpwaqPdr5WF.jpg,1952-09-27,FALSE,4.8,3,"10402, 35, 10749","Music, Comedy, Romance"
Le Plaisir,1952,1950,1955,0,FALSE,/ceVcrZeak4gfbtGUnAUpWIzeiFR.jpg,43360,fr,Le Plaisir,"Three stories about the pleasure. The first one is about a man hiding his age behind a mask to keep going to balls and fancying women - pleasure and youth. Then comes the long tale of Mme Tellier taking her girls (whores) to the country for attending her niece's communion - pleasure and purity. And lastly, Jean the painter falling in love with his model - pleasure and death.",3.531,/qxJAam675KDRIrT5KMYMOMVHBqQ.jpg,1952-02-29,FALSE,7.6,119,"18, 35, 10749","Drama, Comedy, Romance"
Light in the Window: The Art of Vermeer,1952,1950,1953,1,FALSE,NA,242989,en,Light in the Window: The Art of Vermeer,"Light in the Window is a 1952 short documentary film directed by Jean Oser. It is an innovative profile of the painter Johannes Vermeer. The film won an Oscar in 1953 for Best Short Subject, One-Reel.",0.107,/ysYPPQ4DRBddcg2pdKRdNoT1stF.jpg,1952-09-01,FALSE,6.3,3,99,Documentary
Limelight,1952,1950,1973,1,FALSE,/q5vgDhmDS4EoYWrk9f9nqYZGDOw.jpg,28971,en,Limelight,A fading music hall comedian tries to help a despondent ballet dancer learn to walk and to again feel confident about life.,3.531,/tDD11x3ZWCXXXwdpbGEU9uU4kh1.jpg,1952-10-23,FALSE,7.9,538,"10749, 18, 10402","Romance, Drama, Music"
Madeline,1952,1950,1953,0,FALSE,/oq5svQNISKtEIYokYcB9zQJAvY.jpg,242994,en,Madeline,This short from the UPA studio was nominated for the 1952 Oscars. Based on the Madeline series of children's books.,0.39,/g2yFPAeFjlLswdgAKSjhoxzjJsC.jpg,1952-11-27,FALSE,6.2,11,"16, 10751","Animation, Family"
Man Alive!,1952,1950,1953,0,FALSE,NA,243000,en,Man Alive!,This Oscar-nominated documentary short is from the American Cancer Society. Ed ignores his car problems and then fixes it without using a good mechanic. He also ignores stomach problems. Will he go to a doctor? Is it cancer?,0.142,/idLhdQKpI7t5hVSkps6stnNmLxI.jpg,1952-02-27,FALSE,5,4,16,Animation
Million Dollar Mermaid,1952,1950,1953,0,FALSE,/wWO1oD6O1ytXKNQEBOsjRGyscvu.jpg,43189,en,Million Dollar Mermaid,"After overcoming polio, Annette Kellerman achieves fame and creates a scandal when her one-piece bathing suit is considered indecent.",0.813,/waLcgBcXbwKPWqyyIMjgE33BVIR.jpg,1952-12-04,FALSE,6.4,23,"18, 10402","Drama, Music"
Miracle of Fatima,1952,1950,1953,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moulin Rouge,1952,1950,1953,2,FALSE,/buWnLrkfAEOEo85CcfBWrS0ykY9.jpg,10910,en,Moulin Rouge,"In 1890 Paris, Moulin Rouge is a nightclub where crippled artist Toulouse-Lautrec feels like he fits in. In the following years, he meets two women who provide an opportunity for him to find true love.",3.496,/eNly1s5DXQUTyjvfmopJPwwPiMH.jpg,1952-12-23,FALSE,6.7,99,18,Drama
My Cousin Rachel,1952,1950,1953,0,FALSE,/tny9NXQGi84BeXuo6Ms1bN9icav.jpg,94529,en,My Cousin Rachel,"A young man plots revenge against the woman he believes murdered his cousin, but his plans are shaken when he comes face to face with the enigmatic beauty.",1.519,/2Ki5RsrRByusjYOBFM6cK6SAo12.jpg,1952-12-25,FALSE,6.674,43,"9648, 10749, 18","Mystery, Romance, Drama"
My Son John,1952,1950,1953,0,FALSE,/hIYZMjRnkbgBJlOONmYCD3wAQBP.jpg,52991,en,My Son John,"In this Cold War drama, a woman suspects her son is a Communist spy.",0.284,/ljWPm1ELgpHXxvidOFQhff0cD8O.jpg,1952-04-08,FALSE,5.2,8,18,Drama
Navajo,1952,1950,1953,0,FALSE,NA,149258,en,Navajo,A young Navajo Indian boy is caught up in the conflict of cultures when he rejects the white man's school. Told in semi-documentary style.  Preserved by the Academy Film Archive in 2012.,0.107,/lFwaO3ujj2K0vZnaBfQMzWsQgSD.jpg,1952-02-12,FALSE,5,3,"18, 37","Drama, Western"
Neighbours,1952,1950,1953,1,FALSE,/8njK3UwACBY1JxdQY0O3ySdpdGb.jpg,51406,en,Neighbours,"In this Oscar-winning short film, Norman McLaren employs the principles normally used to put drawings or puppets into motion to animate live actors. The story is a parable about two people who come to blows over the possession of a flower.",3.531,/cG4sKhnrOa8j0aKedjpMLe56cUH.jpg,1952-01-01,FALSE,7.6,112,"16, 35","Animation, Comedy"
